Year,Month,Title,Review Text,Rating
2024,April,Comfortable short Hop onboard Singapore Airlines Economy Class,"Service was great onboard this short 1-hour flight. The cabin crew welcomed passengers the moment we stepped onboard and guided us to the correct aisle closest to our seats. When we walked into the Economy Class cabin, another set of cabin crew was already there, ready to assist…",5.0
2024,July,GOOD - BUT BETTER THAN MALAYSIA'S LONG-HAUL OFFERING?,"I flew on 5 July, on the last flight of a four-sector LGW-SIN-DPS-SIN-LGW itinerary. Getting there: I flew in on the midday flight from DPS, which was on-time, but leaving me with a 9-hour layover. Lounge: I booked 5-hours in the T3 Ambassador lounge, through the Singapore…",4.0
2024,June,You can do better Singapore Airlines,"The flight was smooth, entertainment was terrible the screen was slow and I could not use any head phones due to the damage to the headphone jack. All three seats in my row had the same issues.  The wifi was also not available for the duration of the flight.  Service was ok, but…",2.0
2024,July,Worst customer service and lack of transparency and honesty,Absolute worst customer experience ever. Classified name change as flight change and took away student privileges to view date changes and fare changes. I had a friend to assist with a similar flight and could see the dates and rates. They promised to be transparent but lied…,1.0
2024,May,Not the airline hyped to be,"Have read a lot about how SQ is the best airline, but my personal experience was anything but. First, both out and inbound flights were delayed, the seats in the economy class have shrunk dramatically, the toilets were worse than those you'd find in greasy spoons, and their…",1.0
2024,May,"Unprofessional service, bad experience with them.","Food : Very bad  Service : Very slow.  Food so slow. One time we asked for a cup of coffee, and the staff denied to make us a coffee. she said that she only serve water and juice.   Staff : They keep talking to each other too loud. 2 lady keep talking to each other at the back…",1.0
2024,April,A royal experience,What an experience. Never travelled with Singapore airlines before and had the good fortune of being on there 380 my husband and I had a beautiful suite. The whole experience from the check in to landing at Singapore was just wonderful. Hubby pushed the boat out for our 56 th…,5.0
2024,July,Bad customer service experience,"We booked a ticket with more than a 10-hours layover in Singapore. We emailed customer service with our booking reference to ask if we could extend our layover to visit the city. After a few days, customer service replied, asking for photos of our passports and confirmation of…",1.0
2024,May,Aware of price difference when paying in difference currency.  Customer service terrible.,I actully have not flown but I recently purchased two business class tickets for my long waited birthday trip.  While paying for two tickets I happen to choose one currency for one ticket and another for the other ticket as I thought there will be no difference.  When I checked…,1.0
2024,June,"Declined Service Quality, far from their once proud “Singapore Hospitality”",Singapore Airlines quality has declined significantly over the years. I used to fly regularly but stopped taking it for a while until yesterday on a long haul flight from Houston.   Food and beverage - Just above average. Beef bourguignon was overcooked and not tender. Chicken…,2.0
2023,December,"Comfortable seats, Great Service","Singapore Airlines check-in counters are located in Hall 1, with six counters serving the airlines. Two counters were assigned for bag drop, which I assume serves passengers who had checked in with the self-check-in kiosks in the terminal. One counter each serving passengers…",4.0
2024,March,"Great Flight, Great Service despite Older Aircraft","Singapore Airlines used the B737-800 NG inherited from its sister company, SilkAir, when the two airlines merged to ply between Singapore and Penang.   Service onboard this one-hour-plus flight was amazing. The cabin crew smiled and greeted passengers as we boarded the aircraft.…",4.0
2024,July,The other side of Singapore Airlines service. Lacking!,"Poor service on this flight. Staff seemed to be worn out. Very slow with food, drinks and removing rubbish. They seemed to hide behind the curtain for the bulk of the flight.   Just very slow and not what normally happens on their flights.",2.0
2024,July,Horrible customer service,Horrible service in the transfer desk. No proper reply given for delayed flight. Hate their attitude to customer . No one is giving responsible answers ..,1.0
2023,August,Worst experience,"Flight, customer service, and, their app experience is as bland as their food. I’ll not book with them going forwad. Every year we used to fly with Singapore now it's not a great experience any more",1.0
